Label,# AAs,# PSMs,# Peptides,# Peptides (by Search Engine): Mascot,# Unique Peptides,Accession,Coverage [%],Description,Gene,MW [kDa],Score Mascot: Mascot,unmodH3_unmodH5_200bp_scr_repl1,unmodH3_unmodH5_200bp_scr_repl2,unmodH3_unmodH5_200bp_scr_repl3,unmodH3_unmodH6_200bp_SV40prom_repl1,unmodH3_unmodH6_200bp_SV40prom_repl2,unmodH3_unmodH6_200bp_SV40prom_repl3
WDR46,610,43,7,7,7,O15213,16,WD repeat-containing protein 46 OS=Homo sapiens OX=9606 GN=WDR46 PE=1 SV=3,WDR46,68.0,991,12559342.5,10075816.8333333,8537067.16666667,3237176.66666667,5813857.16666667,8129680.91666667
PINX1,328,57,7,7,7,Q96BK5,27,PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens OX=9606 GN=PINX1 PE=1 SV=2,PINX1,37.0,984,24502896.3333333,31204729.8333333,24268943.8333333,25689859.5,24653909.125,21732852.6666667
RPL7L1,255,49,8,8,8,Q6DKI1,31,60S ribosomal protein L7-like 1 OS=Homo sapiens OX=9606 GN=RPL7L1 PE=1 SV=2,RPL7L1,29.7,984,18402354.3333333,25082342.0,15534304.3333333,16420594.5,15682313.8333333,15711593.0
ARPC5L,153,32,4,4,4,Q9BPX5,41,Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1,ARPC5L,16.9,980,20427789.6666667,24795635.0,10196048.1666667,12361369.3333333,12923527.3333333,6743696.16666667
RCN1,331,29,6,6,6,Q15293,29,Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,RCN1,38.9,976,5390874.0,7970868.0,4432652.66666667,10437480.6666667,5952638.08333333,6343087.83333333
SQOR,450,40,9,9,9,Q9Y6N5,25,"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=SQOR PE=1 SV=1",SQOR,49.9,972,19953801.3333333,23595603.3333333,18640829.8333333,18432946.5,15812848.0,17518447.8333333
PLXNB2,1838,61,17,17,17,O15031,10,Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3,PLXNB2,205.0,971,10001681.6666667,12907447.6666667,10495458.3333333,7502708.5,8671336.66666667,11872928.3333333
ITPR1,2758,65,11,11,4,Q14643,4,"Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens OX=9606 GN=ITPR1 PE=1 SV=3",ITPR1,313.7,969,3106148.0,1830350.125,2609136.75,,1443633.875,2357522.0
DLG5,1919,53,13,13,13,Q8TDM6,7,Disks large homolog 5 OS=Homo sapiens OX=9606 GN=DLG5 PE=1 SV=4,DLG5,213.7,968,10082662.9166667,7104042.5,5188400.08333333,4016965.33333333,4650891.91666667,7227050.58333333
CRNKL1,848,51,15,15,15,Q9BZJ0,20,Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=4,CRNKL1,100.4,967,9704950.66666667,13306219.6666667,18010965.6666667,5913625.20833333,3414238.6875,11239554.3333333
HLA-A,365,34,5,5,4,P04439,18,"HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2",HLA-A,40.8,957,9379785.0,14275543.3333333,19774361.3333333,8560979.0,8028988.33333333,19651640.1666667
EZH2,746,51,17,17,17,Q15910,29,Histone-lysine N-methyltransferase EZH2 OS=Homo sapiens OX=9606 GN=EZH2 PE=1 SV=2,EZH2,85.3,956,126567754.0,142612059.333333,126387593.0,100281973.0,121542940.666667,115336993.333333
ZBTB44,570,28,7,7,7,Q8NCP5,18,Zinc finger and BTB domain-containing protein 44 OS=Homo sapiens OX=9606 GN=ZBTB44 PE=1 SV=1,ZBTB44,63.8,955,519950.75,533629.166666667,307815.375,21872958.0,22415422.0,19711242.5
BRCA1,1863,57,20,20,20,P38398,15,Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=2,BRCA1,207.6,954,5277601.5,9239281.83333333,8979727.5,2854980.0,8064082.0,6245409.75
NUP205,2012,38,9,9,9,Q92621,5,Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3,NUP205,227.8,950,6055931.91666667,5697765.25,2769234.125,3411385.08333333,2008171.04166667,2421827.0
ZNF451,1061,56,12,12,12,Q9Y4E5,12,E3 SUMO-protein ligase ZNF451 OS=Homo sapiens OX=9606 GN=ZNF451 PE=1 SV=2,ZNF451,121.4,948,15529513.75,17480204.3333333,14997286.75,12028669.3333333,13466110.0,16041947.6666667
ATXN2L,1075,50,10,10,10,Q8WWM7,11,Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2,ATXN2L,113.3,947,17211265.8333333,25443710.8333333,24900380.0,6017539.875,6398756.75,4112068.83333333
KLHL7,586,58,9,9,9,Q8IXQ5,20,Kelch-like protein 7 OS=Homo sapiens OX=9606 GN=KLHL7 PE=1 SV=2,KLHL7,65.9,941,12186710.3333333,17153372.8333333,9657592.5,10550283.3333333,8910037.83333333,8878351.5
DPY30,99,21,3,3,3,Q9C005,32,Protein dpy-30 homolog OS=Homo sapiens OX=9606 GN=DPY30 PE=1 SV=1,DPY30,11.2,939,44326686.875,52868900.625,20321787.5,25668468.0625,21460732.0,17148182.4140625
ZNF281,895,47,10,10,10,Q9Y2X9,19,Zinc finger protein 281 OS=Homo sapiens OX=9606 GN=ZNF281 PE=1 SV=1,ZNF281,96.9,934,7973043.0,9275679.33333333,7147483.33333333,5918729.75,6970262.83333333,4334412.33333333
SLC16A1,500,51,2,2,2,P53985,6,Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3,SLC16A1,53.9,932,26072747.0,39842985.0,27474296.3125,25889377.375,26508952.0,23565574.25
SNRPE,92,43,2,2,2,P62304,25,Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1,SNRPE,10.8,930,68661632.0,41616680.0,44539358.0,26870389.0,28713285.0,34900714.0
SRP72,671,46,12,12,12,O76094,23,Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3,SRP72,74.6,929,34798366.3333333,19489258.0,7074863.33333333,,6976824.0,14376869.6666667
C11orf98,123,39,5,5,4,E9PRG8,34,Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2,C11orf98,14.2,926,42628257.3333333,52064309.3333333,41400494.6666667,36807370.6666667,42502337.3333333,41371500.0
TIMM13,95,21,3,3,3,Q9Y5L4,37,Mitochondrial import inner membrane translocase subunit Tim13 OS=Homo sapiens OX=9606 GN=TIMM13 PE=1 SV=1,TIMM13,10.5,925,11043141.6666667,26292291.3333333,5055717.58333333,9008539.0,10107334.6666667,10358259.0
CCNL1,526,47,6,6,6,Q9UK58,16,Cyclin-L1 OS=Homo sapiens OX=9606 GN=CCNL1 PE=1 SV=1,CCNL1,59.6,925,21447161.6666667,26815571.6666667,15625900.5,9347400.58333333,10587712.6666667,9568861.04166667
SRP9,86,37,4,4,4,P49458,41,Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2,SRP9,10.1,921,66168867.0,124148678.666667,31682809.8333333,54632301.3333333,58669142.6666667,47777483.3333333
NOC4L,516,48,7,7,7,Q9BVI4,17,Nucleolar complex protein 4 homolog OS=Homo sapiens OX=9606 GN=NOC4L PE=1 SV=1,NOC4L,58.4,919,6335283.66666667,14276528.0,4709961.83333333,8098289.5,5965946.16666667,2146125.16666667
TMA16,203,51,5,5,5,Q96EY4,22,Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2,TMA16,23.8,913,24754066.1666667,33286960.6666667,20291153.3333333,23257451.3333333,25696147.3333333,23406337.6666667
FOS,380,37,5,5,5,P01100,20,Protein c-Fos OS=Homo sapiens OX=9606 GN=FOS PE=1 SV=1,FOS,40.7,912,5416740.66666667,6888462.33333333,5026094.33333333,10590791.3333333,13398535.5,14930532.5
IMP3,184,24,3,3,3,Q9NV31,21,U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens OX=9606 GN=IMP3 PE=1 SV=1,IMP3,21.8,912,9896387.5,10728110.8333333,7033267.5,7451373.83333333,6553401.33333333,6371735.83333333
YWHAZ,245,39,6,6,3,P63104,28,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1,YWHAZ,27.7,905,487150.541666667,2204701.58333333,,,2778351.83333333,231979.166666667
TADA3,432,31,7,7,7,O75528,19,Transcriptional adapter 3 OS=Homo sapiens OX=9606 GN=TADA3 PE=1 SV=1,TADA3,48.9,903,1579414.33333333,1018304.08333333,,636056.5,435798.291666667,1549838.33333333
CKAP2,683,31,4,4,4,Q8WWK9,7,Cytoskeleton-associated protein 2 OS=Homo sapiens OX=9606 GN=CKAP2 PE=1 SV=1,CKAP2,76.9,900,9272129.0,7155728.33333333,5607325.33333333,7862511.33333333,6884810.58333333,6394944.75
NCBP2,156,23,2,2,2,P52298,12,Nuclear cap-binding protein subunit 2 OS=Homo sapiens OX=9606 GN=NCBP2 PE=1 SV=1,NCBP2,18.0,899,17030861.0,23229868.0,11996498.0,10301844.5,10020525.5,8961701.5
MPHOSPH10,681,45,11,11,11,O00566,23,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens OX=9606 GN=MPHOSPH10 PE=1 SV=2,MPHOSPH10,78.8,899,9046054.66666667,10921046.0,5441423.70833333,8205827.0,3270485.0,8791696.0
EPHA2,976,35,9,9,9,P29317,11,Ephrin type-A receptor 2 OS=Homo sapiens OX=9606 GN=EPHA2 PE=1 SV=2,EPHA2,108.2,894,11144396.6666667,11306028.8333333,8454876.85416667,5847813.83333333,4188342.5,8423817.33333333
NFIC,508,31,7,7,6,P08651,16,Nuclear factor 1 C-type OS=Homo sapiens OX=9606 GN=NFIC PE=1 SV=2,NFIC,55.6,892,24250307.3333333,34593181.3333333,22831891.0,6874622.41666667,8456034.66666667,3543294.0
ISY1,285,17,2,2,2,Q9ULR0,12,Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3,ISY1,33.0,891,9735237.5,10830054.5,3722375.25,1236456.375,2397290.75,1957346.25
ING4,249,30,5,5,3,Q9UNL4,20,Inhibitor of growth protein 4 OS=Homo sapiens OX=9606 GN=ING4 PE=1 SV=1,ING4,28.5,888,2847525.0,13957189.75,9166285.0,6952006.5,1790172.375,7187985.875
MSL1,614,48,9,9,8,Q68DK7,27,Male-specific lethal 1 homolog OS=Homo sapiens OX=9606 GN=MSL1 PE=1 SV=3,MSL1,67.1,887,13261338.8333333,17538583.0,13482332.3333333,8641672.66666667,11212184.3333333,10630348.0
NUP93,819,35,14,14,14,Q8N1F7,20,Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2,NUP93,93.4,886,13013241.0,14888804.3333333,12828742.6666667,9174383.5,4303104.0,10324950.1666667
MRPS27,414,26,4,4,4,Q92552,13,"28S ribosomal protein S27, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS27 PE=1 SV=3",MRPS27,47.6,880,5941207.875,4392207.25,3434690.625,3382673.5625,1842840.5,3906277.0
EGFR,1210,31,10,10,10,P00533,10,Epidermal growth factor receptor OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=2,EGFR,134.2,877,5746430.0,8631452.66666667,6924543.66666667,4994688.33333333,4988687.0,6342703.83333333
PRPF4,522,30,9,9,9,O43172,23,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2,PRPF4,58.4,863,10666969.1666667,14937826.6666667,6248378.16666667,5523694.83333333,5365381.66666667,12911586.8333333
RPS26,115,52,3,3,3,P62854,27,40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,RPS26,13.0,861,98889678.5416667,89405051.5,97184101.4166667,61418023.5,60872647.3125,74628142.0208333
RPN1,607,49,14,14,14,P04843,26,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,RPN1,68.5,860,6144048.75,1922091.66666667,4160670.91666667,4938391.0,5874697.66666667,9146385.66666667
VDAC2,294,44,7,7,7,P45880,35,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2,VDAC2,31.5,859,46629430.6666667,42168555.3333333,36457581.3333333,40091002.6666667,24031942.6666667,37606202.0
CMSS1,279,45,6,6,6,Q9BQ75,18,Protein CMSS1 OS=Homo sapiens OX=9606 GN=CMSS1 PE=1 SV=2,CMSS1,31.9,858,22649397.3333333,33503094.6666667,18101330.6666667,25313687.0,21003289.3333333,20891973.0
CALU,315,40,8,8,8,O43852,34,Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2,CALU,37.1,858,15834109.3333333,15112474.0,6928081.33333333,10075711.6666667,8911582.66666667,8739877.33333333
ZMYND8,1186,33,10,10,10,Q9ULU4,12,Protein kinase C-binding protein 1 OS=Homo sapiens OX=9606 GN=ZMYND8 PE=1 SV=2,ZMYND8,131.6,857,4679568.79166667,3008595.5,2696019.66666667,2751890.54166667,660967.645833333,1348822.08333333
SF3B4,424,14,2,2,2,Q15427,6,Splicing factor 3B subunit 4 OS=Homo sapiens OX=9606 GN=SF3B4 PE=1 SV=1,SF3B4,44.4,851,25448465.375,30933639.75,21144196.0,11475465.875,12212455.625,12617829.6875
MSL3,521,44,5,5,5,Q8N5Y2,9,Male-specific lethal 3 homolog OS=Homo sapiens OX=9606 GN=MSL3 PE=1 SV=1,MSL3,59.8,849,11763060.6666667,13407576.0,8896607.83333333,9429270.0,8806200.5,9946734.5
DCD,110,33,2,2,2,P81605,20,Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,DCD,11.3,847,172627016.0,129172894.0,144951227.0,109769908.0,139776274.0,145385759.0
CREM,345,33,2,2,2,Q03060,13,cAMP-responsive element modulator OS=Homo sapiens OX=9606 GN=CREM PE=1 SV=6,CREM,37.0,838,63668455.0,79793300.0,43584644.0,39888288.9375,37048934.0,34616206.875
BRPF3,1205,37,8,8,5,Q9ULD4,7,Bromodomain and PHD finger-containing protein 3 OS=Homo sapiens OX=9606 GN=BRPF3 PE=1 SV=2,BRPF3,135.7,836,12784639.3333333,10136848.0,8819185.33333333,5280456.66666667,4719352.54166667,7265996.45833333
ZNF768,540,34,5,5,5,Q9H5H4,11,Zinc finger protein 768 OS=Homo sapiens OX=9606 GN=ZNF768 PE=1 SV=2,ZNF768,60.2,834,4581321.33333333,5069800.83333333,4206996.33333333,1842675.33333333,4368176.08333333,3995207.5
CAPRIN1,709,31,4,4,4,Q14444,6,Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2,CAPRIN1,78.3,827,11073057.0,16542818.0,9866971.66666667,9334569.83333333,11413480.3333333,7046219.5
KRT85,507,43,8,8,2,P78386,15,"Keratin, type II cuticular Hb5 OS=Homo sapiens OX=9606 GN=KRT85 PE=1 SV=1",KRT85,55.8,827,23571334.0,42966308.0,24401608.0,18626344.25,16126885.6875,23915297.875
OGT,1046,36,14,14,14,O15294,18,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,OGT,116.9,827,9450680.33333333,10085252.1666667,6078245.875,8735235.5,7863263.16666667,6822773.16666667
BST2,180,29,3,3,3,Q10589,15,Bone marrow stromal antigen 2 OS=Homo sapiens OX=9606 GN=BST2 PE=1 SV=1,BST2,19.8,825,70056514.6666667,94714350.6666667,60838672.0,80721014.6666667,82001150.6666667,49417843.3333333
SIN3B,1162,32,11,11,11,O75182,14,Paired amphipathic helix protein Sin3b OS=Homo sapiens OX=9606 GN=SIN3B PE=1 SV=2,SIN3B,133.0,824,491880.458333333,919000.166666667,467386.666666667,601463.875,,
MYO10,2058,37,10,10,10,Q9HD67,6,Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=3,MYO10,237.2,823,3382681.16666667,3894755.5,2970455.41666667,2071051.25,5042484.33333333,3277073.08333333
SAP130,1048,32,11,11,11,Q9H0E3,11,Histone deacetylase complex subunit SAP130 OS=Homo sapiens OX=9606 GN=SAP130 PE=1 SV=1,SAP130,110.3,821,90566296.3333333,109573523.166667,78315405.0,53126101.1666667,17182319.6666667,44722434.5
ARPC1B,372,43,8,8,8,O15143,25,Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3,ARPC1B,40.9,819,26569168.6666667,28337187.3333333,24943368.0,21559962.6666667,24727036.6666667,26675532.6666667
PHF3,2039,55,11,11,11,Q92576,6,PHD finger protein 3 OS=Homo sapiens OX=9606 GN=PHF3 PE=1 SV=3,PHF3,229.3,816,4638758.33333333,11135191.1666667,6250927.16666667,5567599.41666667,2843628.33333333,2363598.70833333
BCL7C,217,34,5,5,4,Q8WUZ0,31,B-cell CLL/lymphoma 7 protein family member C OS=Homo sapiens OX=9606 GN=BCL7C PE=1 SV=3,BCL7C,23.5,815,1956055.16666667,1956629.5,2091476.66666667,1266708.08333333,965858.25,1451844.83333333
CTDSPL2,466,27,5,5,5,Q05D32,10,CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2 PE=1 SV=2,CTDSPL2,53.0,810,17464882.0,23012358.0,13135158.6666667,11432186.6666667,10602207.0,12616191.3333333
EXOSC7,291,39,5,5,5,Q15024,21,Exosome complex component RRP42 OS=Homo sapiens OX=9606 GN=EXOSC7 PE=1 SV=3,EXOSC7,31.8,810,11638603.0,13286691.6666667,12811666.0833333,10771564.4166667,8962540.41666667,12601234.75
IMP4,291,29,4,4,4,Q96G21,13,U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens OX=9606 GN=IMP4 PE=1 SV=1,IMP4,33.7,802,9033251.33333333,11914154.6666667,8152469.33333333,4793538.16666667,5533290.0,8099542.66666667
CACTIN,758,41,9,9,9,Q8WUQ7,15,Cactin OS=Homo sapiens OX=9606 GN=CACTIN PE=1 SV=3,CACTIN,88.6,795,9494729.0,20039913.8333333,6149522.0,2152774.54166667,2593428.0,8916904.0
ZCCHC9,271,37,5,5,5,Q8N567,21,Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ZCCHC9 PE=1 SV=2,ZCCHC9,30.5,792,15609660.6666667,16352138.1666667,11962053.5,11192667.1666667,10679533.6666667,11922725.8333333
MAT2A,395,22,6,6,6,P31153,20,S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,MAT2A,43.6,791,12199846.0,16017561.6666667,8283942.66666667,16446379.6666667,6679165.66666667,11826691.3333333
RPL38,70,41,3,3,3,P63173,39,60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,RPL38,8.2,779,88748824.0,121789301.333333,70032614.6666667,68976294.6666667,60663013.3333333,59431397.3333333
UTP20,2785,46,13,13,12,O75691,5,Small subunit processome component 20 homolog OS=Homo sapiens OX=9606 GN=UTP20 PE=1 SV=3,UTP20,318.2,778,5944975.16666667,7514772.16666667,4481046.08333333,4522349.58333333,3823816.33333333,3705155.5
DLD,509,35,7,7,7,P09622,17,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",DLD,54.1,775,17095049.6666667,12220082.3333333,17479775.6666667,9722353.33333333,8516255.75,12445791.0
MT-CO2,227,46,4,4,4,P00403,18,Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1,MT-CO2,25.5,774,29030193.0,24008265.3333333,21823599.6666667,26098744.0,19485772.75,17376273.8333333
PROCR,238,32,4,4,4,Q9UNN8,21,Endothelial protein C receptor OS=Homo sapiens OX=9606 GN=PROCR PE=1 SV=1,PROCR,26.7,761,1280311545.83333,1066725749.66667,736261354.875,938866715.0,878238231.166667,1030984081.41667
BRD8,1235,28,9,9,9,Q9H0E9,9,Bromodomain-containing protein 8 OS=Homo sapiens OX=9606 GN=BRD8 PE=1 SV=2,BRD8,135.3,754,19641072.6666667,17288125.3333333,17733239.5833333,8278270.66666667,15808003.2708333,17887644.3333333
KRT86,486,41,9,9,3,O43790,18,"Keratin, type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1",KRT86,53.5,751,2865199.66666667,8705402.33333333,3686094.0,3537134.0,3138811.33333333,5643782.66666667
CPT1A,773,43,8,8,8,P50416,12,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2",CPT1A,88.3,750,16338509.0,15610849.6666667,12905722.3333333,11251155.0,9323120.16666667,17794586.0
EEF1A1,462,44,7,7,7,P68104,14,Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,EEF1A1,50.1,750,66985381.3333333,79113354.6666667,62075697.3333333,45921213.3333333,43687656.6666667,59149337.3333333
TEFM,360,34,6,6,6,Q96QE5,19,"Transcription elongation factor, mitochondrial OS=Homo sapiens OX=9606 GN=TEFM PE=1 SV=1",TEFM,41.7,747,10627072.6666667,12734565.6666667,9617280.16666667,9456940.33333333,6148614.0,9314674.5
ZSCAN29,852,31,9,9,9,Q8IWY8,13,Zinc finger and SCAN domain-containing protein 29 OS=Homo sapiens OX=9606 GN=ZSCAN29 PE=1 SV=2,ZSCAN29,96.7,746,12341550.6666667,26233631.3333333,14109423.1666667,6206926.0,10121859.6666667,14872388.3333333
CBFB,182,17,4,4,4,Q13951,24,Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2,CBFB,21.5,738,13948447.0,17728627.6666667,8810438.0,4092003.66666667,7663917.5,9004262.5
WDR12,423,49,10,10,10,Q9GZL7,33,Ribosome biogenesis protein WDR12 OS=Homo sapiens OX=9606 GN=WDR12 PE=1 SV=2,WDR12,47.7,733,24351537.3333333,30683177.3333333,20867222.0,16669745.3333333,19144368.6666667,13886215.3333333
SP110,689,31,6,6,6,Q9HB58,9,Sp110 nuclear body protein OS=Homo sapiens OX=9606 GN=SP110 PE=1 SV=5,SP110,78.3,731,5012790.58333333,5027172.08333333,2903335.75,6149826.83333333,7212321.33333333,4597332.16666667
PTBP1,531,33,9,9,5,P26599,22,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1,PTBP1,57.2,728,8525689.0,11306928.0,14151813.3333333,8950635.79166667,7780973.5,3890983.66666667
EPAS1,870,37,5,5,5,Q99814,8,Endothelial PAS domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EPAS1 PE=1 SV=3,EPAS1,96.4,725,8434571.83333333,10807529.6666667,5840953.83333333,5416727.27083333,4610392.5,7070964.66666667
MAK16,300,17,4,4,4,Q9BXY0,19,Protein MAK16 homolog OS=Homo sapiens OX=9606 GN=MAK16 PE=1 SV=2,MAK16,35.3,721,22520698.3333333,30113722.8333333,20763787.6666667,15933745.0,13914035.5,13100354.9166667
SLF2,1173,35,12,12,12,Q8IX21,15,SMC5-SMC6 complex localization factor protein 2 OS=Homo sapiens OX=9606 GN=SLF2 PE=1 SV=2,SLF2,131.8,717,16288251.6666667,16741791.3333333,12440258.8333333,12146608.6666667,10346449.0,12142805.5
PIP,146,19,3,3,3,P12273,25,Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1,PIP,16.6,716,8338678.25,10988737.0,12720940.875,4084753.375,1576828.375,4339239.5
ERLIN1,348,34,6,6,4,O75477,19,Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2,ERLIN1,39.1,714,9517377.16666667,11003073.6666667,7419298.33333333,7919579.33333333,7158896.16666667,8165446.33333333
PHF14,888,36,15,15,15,O94880,23,PHD finger protein 14 OS=Homo sapiens OX=9606 GN=PHF14 PE=1 SV=2,PHF14,100.0,712,41554177.3333333,35436746.6666667,15650804.6666667,22959828.0,22265009.0,25327104.6666667
CKAP4,602,29,6,6,5,Q07065,11,Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2,CKAP4,66.0,710,1989859.08333333,3343349.33333333,578638.75,899225.083333333,1608597.33333333,812574.75
HLA-C,366,26,4,4,3,P10321,16,"HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=3",HLA-C,40.6,708,8682136.25,8434417.5,8951086.83333333,5247201.25,4271243.16666667,5611129.83333333
NDE1,335,17,2,2,2,Q9NXR1,9,Nuclear distribution protein nudE homolog 1 OS=Homo sapiens OX=9606 GN=NDE1 PE=1 SV=3,NDE1,37.7,700,698686.25,4061562.1875,1182538.875,412494.84375,,415977.0
ELOA,798,16,2,2,2,Q14241,4,Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2,ELOA,89.9,695,3964415.0,5421249.0,2836604.0,4536357.75,4274479.5,3331573.25
SLC1A5,541,15,3,3,3,Q15758,8,Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2,SLC1A5,56.6,693,6004118.0,5544264.0,4397033.83333333,3986872.33333333,3941752.58333333,3759567.08333333
JADE2,790,30,10,10,9,Q9NQC1,20,E3 ubiquitin-protein ligase Jade-2 OS=Homo sapiens OX=9606 GN=JADE2 PE=1 SV=2,JADE2,87.4,690,13701104.8333333,16587965.0,10155541.1666667,8403126.16666667,10114198.1666667,8275734.16666667
MTF2,593,31,9,9,9,Q9Y483,15,Metal-response element-binding transcription factor 2 OS=Homo sapiens OX=9606 GN=MTF2 PE=1 SV=3,MTF2,67.0,688,30513824.0,26744903.1666667,26604726.9166667,11722439.4166667,19145315.0,21509334.25
PCGF1,259,52,7,7,7,Q9BSM1,30,Polycomb group RING finger protein 1 OS=Homo sapiens OX=9606 GN=PCGF1 PE=1 SV=2,PCGF1,30.3,683,59517377.3333333,72594694.6666667,49276074.6666667,42914753.3333333,37380002.0,43336094.0
NCBP3,620,39,7,7,7,Q53F19,12,Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,NCBP3,70.5,681,9491512.33333333,11355677.0,9084553.5,4348142.0,5565890.5,6027121.66666667
BMI1,326,34,5,5,5,P35226,16,Polycomb complex protein BMI-1 OS=Homo sapiens OX=9606 GN=BMI1 PE=1 SV=2,BMI1,36.9,680,14407111.8333333,18827917.6666667,10830613.3333333,10549327.3333333,9660143.33333333,14018905.5
HIRIP3,556,28,10,10,10,Q9BW71,26,HIRA-interacting protein 3 OS=Homo sapiens OX=9606 GN=HIRIP3 PE=1 SV=3,HIRIP3,61.9,679,3219456.29166667,1547786.33333333,1827522.66666667,6461809.91666667,7634909.5,5682579.16666667
HACD3,362,27,4,4,4,Q9P035,9,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2,HACD3,43.1,677,19400491.8333333,16238391.8333333,11570830.0833333,6620057.83333333,7003696.75,11643974.3333333
CFAP20,193,32,5,5,5,Q9Y6A4,30,Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1,CFAP20,22.8,662,49611332.0,60856146.6666667,35521790.0,29854457.3333333,25830857.0,25860119.6666667
