Label,# AAs,# PSMs,# Peptides,# Peptides (by Search Engine): Mascot,# Unique Peptides,Accession,Coverage [%],Description,Gene,MW [kDa],Score Mascot: Mascot
RCN1,331,41,6,6,6,Q15293,29,Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1,RCN1,38.9,1514
NKTR,1462,75,15,15,15,P30414,13,NK-tumor recognition protein OS=Homo sapiens OX=9606 GN=NKTR PE=1 SV=2,NKTR,165.6,1514
CACTIN,758,86,11,11,11,Q8WUQ7,18,Cactin OS=Homo sapiens OX=9606 GN=CACTIN PE=1 SV=3,CACTIN,88.6,1506
RPL38,70,78,3,3,3,P63173,39,60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2,RPL38,8.2,1497
POLR1E,419,66,9,9,9,Q9GZS1,26,DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens OX=9606 GN=POLR1E PE=1 SV=3,POLR1E,47.2,1492
PPHLN1,458,108,12,12,12,Q8NEY8,27,Periphilin-1 OS=Homo sapiens OX=9606 GN=PPHLN1 PE=1 SV=2,PPHLN1,52.7,1489
FOS,380,63,5,5,5,P01100,20,Protein c-Fos OS=Homo sapiens OX=9606 GN=FOS PE=1 SV=1,FOS,40.7,1474
TSR1,804,56,7,7,7,Q2NL82,9,Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens OX=9606 GN=TSR1 PE=1 SV=1,TSR1,91.8,1462
MMS22L,1243,71,9,9,9,Q6ZRQ5,8,Protein MMS22-like OS=Homo sapiens OX=9606 GN=MMS22L PE=1 SV=3,MMS22L,142.2,1462
C19orf53,99,91,2,2,2,Q9UNZ5,16,Leydig cell tumor 10 kDa protein homolog OS=Homo sapiens OX=9606 GN=C19orf53 PE=1 SV=1,C19orf53,10.6,1453
MTF2,593,81,13,13,13,Q9Y483,22,Metal-response element-binding transcription factor 2 OS=Homo sapiens OX=9606 GN=MTF2 PE=1 SV=3,MTF2,67.0,1447
PTBP1,531,66,8,8,8,P26599,21,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1,PTBP1,57.2,1446
DPY30,99,31,2,2,2,Q9C005,25,Protein dpy-30 homolog OS=Homo sapiens OX=9606 GN=DPY30 PE=1 SV=1,DPY30,11.2,1446
ATP6V0A1,837,89,9,9,9,Q93050,11,V-type proton ATPase 116 kDa subunit a 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3,ATP6V0A1,96.4,1444
NT5E,574,88,11,11,11,P21589,24,5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5E PE=1 SV=1,NT5E,63.3,1442
HLA-A,365,60,5,5,4,P04439,18,"HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2",HLA-A,40.8,1438
RPS28,69,49,3,3,3,P62857,46,40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1,RPS28,7.8,1437
MITF,526,111,13,13,8,O75030,26,Microphthalmia-associated transcription factor OS=Homo sapiens OX=9606 GN=MITF PE=1 SV=2,MITF,58.8,1431
CAPRIN1,709,62,5,5,5,Q14444,6,Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2,CAPRIN1,78.3,1418
EED,441,82,8,8,8,O75530,20,Polycomb protein EED OS=Homo sapiens OX=9606 GN=EED PE=1 SV=2,EED,50.2,1411
KLF16,252,48,6,6,6,Q9BXK1,47,Krueppel-like factor 16 OS=Homo sapiens OX=9606 GN=KLF16 PE=1 SV=1,KLF16,25.4,1406
EZH2,746,71,14,14,14,Q15910,26,Histone-lysine N-methyltransferase EZH2 OS=Homo sapiens OX=9606 GN=EZH2 PE=1 SV=2,EZH2,85.3,1401
ESCO1,840,77,9,9,9,Q5FWF5,12,N-acetyltransferase ESCO1 OS=Homo sapiens OX=9606 GN=ESCO1 PE=1 SV=3,ESCO1,94.9,1391
SLC1A5,541,35,4,4,4,Q15758,10,Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2,SLC1A5,56.6,1390
PHF2,1096,58,9,9,7,O75151,9,Lysine-specific demethylase PHF2 OS=Homo sapiens OX=9606 GN=PHF2 PE=1 SV=4,PHF2,120.7,1388
KPRP,579,85,6,6,6,Q5T749,8,Keratinocyte proline-rich protein OS=Homo sapiens OX=9606 GN=KPRP PE=1 SV=1,KPRP,64.1,1380
EPAS1,870,68,6,6,6,Q99814,10,Endothelial PAS domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EPAS1 PE=1 SV=3,EPAS1,96.4,1379
NIPSNAP2,286,67,8,8,8,O75323,35,Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1,NIPSNAP2,33.7,1373
IMP4,291,58,6,6,6,Q96G21,21,U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens OX=9606 GN=IMP4 PE=1 SV=1,IMP4,33.7,1361
SP110,689,70,9,9,9,Q9HB58,19,Sp110 nuclear body protein OS=Homo sapiens OX=9606 GN=SP110 PE=1 SV=5,SP110,78.3,1357
ZCCHC9,271,55,4,4,4,Q8N567,16,Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ZCCHC9 PE=1 SV=2,ZCCHC9,30.5,1351
G3BP2,482,82,8,8,8,Q9UN86,22,Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2,G3BP2,54.1,1350
KLF13,288,53,5,5,5,Q9Y2Y9,25,Krueppel-like factor 13 OS=Homo sapiens OX=9606 GN=KLF13 PE=1 SV=1,KLF13,31.2,1349
KMT2B,2715,63,11,11,8,Q9UMN6,4,Histone-lysine N-methyltransferase 2B OS=Homo sapiens OX=9606 GN=KMT2B PE=1 SV=1,KMT2B,293.3,1339
AZGP1,298,35,2,2,2,P25311,10,Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2,AZGP1,34.2,1326
STAU1,577,42,5,5,4,O95793,9,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2,STAU1,63.1,1321
ISY1,285,36,3,3,3,Q9ULR0,15,Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens OX=9606 GN=ISY1 PE=1 SV=3,ISY1,33.0,1320
TCF20,1960,85,20,20,20,Q9UGU0,15,Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3,TCF20,211.6,1305
CCNY,341,86,6,6,4,Q8ND76,21,Cyclin-Y OS=Homo sapiens OX=9606 GN=CCNY PE=1 SV=2,CCNY,39.3,1299
PFKP,784,64,14,14,12,Q01813,23,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",PFKP,85.5,1299
VDAC3,283,48,6,6,5,Q9Y277,27,Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1,VDAC3,30.6,1287
BAZ2A,1905,58,13,13,13,Q9UIF9,9,Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens OX=9606 GN=BAZ2A PE=1 SV=4,BAZ2A,211.1,1283
BRPF1,1214,81,14,14,13,P55201,15,Peregrin OS=Homo sapiens OX=9606 GN=BRPF1 PE=1 SV=2,BRPF1,137.4,1278
ZFP91,570,84,6,6,6,Q96JP5,12,E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens OX=9606 GN=ZFP91 PE=1 SV=1,ZFP91,63.4,1278
NCBP3,620,76,7,7,7,Q53F19,11,Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,NCBP3,70.5,1271
ENY2,101,35,3,3,3,Q9NPA8,34,Transcription and mRNA export factor ENY2 OS=Homo sapiens OX=9606 GN=ENY2 PE=1 SV=1,ENY2,11.5,1271
PAXX,204,64,5,5,5,Q9BUH6,29,Protein PAXX OS=Homo sapiens OX=9606 GN=PAXX PE=1 SV=2,PAXX,21.6,1258
TICRR,1910,59,15,15,15,Q7Z2Z1,10,Treslin OS=Homo sapiens OX=9606 GN=TICRR PE=1 SV=2,TICRR,210.7,1243
ELOA,798,39,5,5,5,Q14241,7,Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2,ELOA,89.9,1242
TONSL,1378,72,15,15,15,Q96HA7,15,Tonsoku-like protein OS=Homo sapiens OX=9606 GN=TONSL PE=1 SV=2,TONSL,150.8,1234
CREM,345,55,2,2,2,Q03060,13,cAMP-responsive element modulator OS=Homo sapiens OX=9606 GN=CREM PE=1 SV=6,CREM,37.0,1233
CEP89,783,26,2,2,2,Q96ST8,3,Centrosomal protein of 89 kDa OS=Homo sapiens OX=9606 GN=CEP89 PE=1 SV=3,CEP89,89.5,1232
AFDN,1824,60,6,6,6,P55196,5,Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3,AFDN,206.7,1232
PI4KA,2102,43,8,8,8,P42356,6,Phosphatidylinositol 4-kinase alpha OS=Homo sapiens OX=9606 GN=PI4KA PE=1 SV=4,PI4KA,236.7,1227
MAZ,477,61,11,11,10,P56270,41,Myc-associated zinc finger protein OS=Homo sapiens OX=9606 GN=MAZ PE=1 SV=1,MAZ,48.6,1227
ARNTL,626,55,9,9,9,O00327,18,Aryl hydrocarbon receptor nuclear translocator-like protein 1 OS=Homo sapiens OX=9606 GN=ARNTL PE=1 SV=2,ARNTL,68.7,1227
SURF4,269,38,3,3,3,O15260,15,Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3,SURF4,30.4,1226
KRT86,486,78,14,14,5,O43790,29,"Keratin, type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1",KRT86,53.5,1223
RPS15,145,64,4,4,4,P62841,46,40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2,RPS15,17.0,1216
FAU,133,34,2,2,2,P62861,8,FAU ubiquitin-like and ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=2,FAU,14.4,1215
CREB3L2,520,57,8,8,8,Q70SY1,23,Cyclic AMP-responsive element-binding protein 3-like protein 2 OS=Homo sapiens OX=9606 GN=CREB3L2 PE=1 SV=3,CREB3L2,57.4,1204
RBM6,1123,54,11,11,9,P78332,9,RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5,RBM6,128.6,1203
HIRIP3,556,54,10,10,10,Q9BW71,23,HIRA-interacting protein 3 OS=Homo sapiens OX=9606 GN=HIRIP3 PE=1 SV=3,HIRIP3,61.9,1199
G3BP1,466,37,3,3,3,Q13283,9,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1,G3BP1,52.1,1198
BRPF3,1205,52,6,6,4,Q9ULD4,5,Bromodomain and PHD finger-containing protein 3 OS=Homo sapiens OX=9606 GN=BRPF3 PE=1 SV=2,BRPF3,135.7,1195
HTATSF1,755,77,11,11,11,O43719,16,HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1,HTATSF1,85.8,1191
BRD9,597,63,8,8,8,Q9H8M2,23,Bromodomain-containing protein 9 OS=Homo sapiens OX=9606 GN=BRD9 PE=1 SV=2,BRD9,67.0,1183
MOV10,1003,66,12,12,12,Q9HCE1,14,Helicase MOV-10 OS=Homo sapiens OX=9606 GN=MOV10 PE=1 SV=2,MOV10,113.6,1179
PCGF1,259,107,8,8,8,Q9BSM1,33,Polycomb group RING finger protein 1 OS=Homo sapiens OX=9606 GN=PCGF1 PE=1 SV=2,PCGF1,30.3,1171
LYZ,148,41,3,3,3,P61626,18,Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1,LYZ,16.5,1169
CCDC59,241,39,3,3,3,Q9P031,12,Thyroid transcription factor 1-associated protein 26 OS=Homo sapiens OX=9606 GN=CCDC59 PE=1 SV=2,CCDC59,28.7,1169
NKAP,415,35,5,5,5,Q8N5F7,18,NF-kappa-B-activating protein OS=Homo sapiens OX=9606 GN=NKAP PE=1 SV=1,NKAP,47.1,1169
RBM7,266,41,4,4,4,Q9Y580,16,RNA-binding protein 7 OS=Homo sapiens OX=9606 GN=RBM7 PE=1 SV=1,RBM7,30.5,1159
LDHA,332,52,5,5,4,P00338,16,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,LDHA,36.7,1159
DLD,509,62,6,6,6,P09622,15,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2",DLD,54.1,1148
LSG1,658,61,9,9,9,Q9H089,13,Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,LSG1,75.2,1145
RBM4,364,74,11,11,11,Q9BWF3,37,RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1,RBM4,40.3,1144
KRAS,189,50,8,8,3,P01116,59,GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1,KRAS,21.6,1138
MIDEAS,1045,66,15,15,15,Q6PJG2,21,Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=2,MIDEAS,114.9,1136
RAB8A,207,50,5,5,2,P61006,27,Ras-related protein Rab-8A OS=Homo sapiens OX=9606 GN=RAB8A PE=1 SV=1,RAB8A,23.7,1135
RPS29,56,47,2,2,2,P62273,32,40S ribosomal protein S29 OS=Homo sapiens OX=9606 GN=RPS29 PE=1 SV=2,RPS29,6.7,1135
RRP9,475,61,6,6,6,O43818,14,U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1,RRP9,51.8,1134
KRT85,507,73,12,12,3,P78386,24,"Keratin, type II cuticular Hb5 OS=Homo sapiens OX=9606 GN=KRT85 PE=1 SV=1",KRT85,55.8,1131
EXOSC4,245,37,4,4,4,Q9NPD3,20,Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3,EXOSC4,26.4,1130
IGF2BP1,577,50,8,8,6,Q9NZI8,15,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens OX=9606 GN=IGF2BP1 PE=1 SV=2,IGF2BP1,63.4,1129
RANBP2,3224,56,19,19,19,P49792,9,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,RANBP2,358.0,1121
BARD1,777,76,14,14,14,Q99728,22,BRCA1-associated RING domain protein 1 OS=Homo sapiens OX=9606 GN=BARD1 PE=1 SV=2,BARD1,86.6,1121
THAP11,314,59,4,4,4,Q96EK4,14,THAP domain-containing protein 11 OS=Homo sapiens OX=9606 GN=THAP11 PE=1 SV=2,THAP11,34.4,1119
BBX,941,54,11,11,11,Q8WY36,16,HMG box transcription factor BBX OS=Homo sapiens OX=9606 GN=BBX PE=1 SV=1,BBX,105.1,1119
UHRF1,793,61,12,12,12,Q96T88,21,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1,UHRF1,89.8,1115
CBX4,560,70,7,7,7,O00257,14,E3 SUMO-protein ligase CBX4 OS=Homo sapiens OX=9606 GN=CBX4 PE=1 SV=3,CBX4,61.3,1105
CLTB,229,71,8,8,8,P09497,27,Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1,CLTB,25.2,1104
MSANTD3,275,39,2,2,2,Q96H12,11,Myb/SANT-like DNA-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MSANTD3 PE=1 SV=1,MSANTD3,32.3,1103
ATP6V0D1,351,48,7,7,7,P61421,32,V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1,ATP6V0D1,40.3,1091
ORC5,435,59,9,9,9,O43913,21,Origin recognition complex subunit 5 OS=Homo sapiens OX=9606 GN=ORC5 PE=1 SV=1,ORC5,50.3,1089
SNRPG,76,37,4,4,4,P62308,36,Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1,SNRPG,8.5,1087
RAE1,368,54,5,5,5,P78406,14,mRNA export factor RAE1 OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,RAE1,40.9,1085
DNAJB6,326,24,3,3,3,O75190,12,DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2,DNAJB6,36.1,1084
DNTTIP1,329,40,7,7,7,Q9H147,28,Deoxynucleotidyltransferase terminal-interacting protein 1 OS=Homo sapiens OX=9606 GN=DNTTIP1 PE=1 SV=2,DNTTIP1,37.0,1084
ABCF1,845,51,3,3,2,Q8NE71,4,ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2,ABCF1,95.9,1080
MICAL3,2002,48,8,8,8,Q7RTP6,4,[F-actin]-monooxygenase MICAL3 OS=Homo sapiens OX=9606 GN=MICAL3 PE=1 SV=2,MICAL3,224.2,1074
WBP11,641,58,6,6,6,Q9Y2W2,11,WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1,WBP11,70.0,1073
CALU,315,56,8,8,8,O43852,40,Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2,CALU,37.1,1073
CDK9,372,79,9,9,7,P50750,22,Cyclin-dependent kinase 9 OS=Homo sapiens OX=9606 GN=CDK9 PE=1 SV=3,CDK9,42.8,1070
EHMT2,1210,38,10,10,9,Q96KQ7,10,Histone-lysine N-methyltransferase EHMT2 OS=Homo sapiens OX=9606 GN=EHMT2 PE=1 SV=3,EHMT2,132.3,1068
MYO5A,1855,39,3,3,3,Q9Y4I1,2,Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2,MYO5A,215.3,1059
LPCAT1,534,56,4,4,4,Q8NF37,8,Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2,LPCAT1,59.1,1053
ERBIN,1412,52,11,11,11,Q96RT1,10,Erbin OS=Homo sapiens OX=9606 GN=ERBIN PE=1 SV=2,ERBIN,158.2,1052
UTP15,518,33,5,5,5,Q8TED0,10,U3 small nucleolar RNA-associated protein 15 homolog OS=Homo sapiens OX=9606 GN=UTP15 PE=1 SV=3,UTP15,58.4,1047
RAI1,1906,81,19,19,19,Q7Z5J4,16,Retinoic acid-induced protein 1 OS=Homo sapiens OX=9606 GN=RAI1 PE=1 SV=2,RAI1,203.2,1045
ARHGAP21,1958,54,15,15,15,Q5T5U3,10,Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=2,ARHGAP21,217.3,1044
NUP214,2090,54,13,13,13,P35658,9,Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2,NUP214,213.5,1043
DYNC2H1,4307,51,3,3,2,Q8NCM8,0,Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC2H1 PE=1 SV=4,DYNC2H1,492.3,1022
MRM3,420,52,6,6,6,Q9HC36,12,"rRNA methyltransferase 3, mitochondrial OS=Homo sapiens OX=9606 GN=MRM3 PE=1 SV=2",MRM3,47.0,1022
DECR1,335,51,5,5,5,Q16698,19,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1",DECR1,36.0,1017
PIP,146,29,3,3,3,P12273,25,Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1,PIP,16.6,1017
PHB2,299,36,3,3,3,Q99623,11,Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2,PHB2,33.3,1009
CORO2A,525,51,10,10,10,Q92828,18,Coronin-2A OS=Homo sapiens OX=9606 GN=CORO2A PE=1 SV=2,CORO2A,59.7,1006
JADE2,790,53,14,14,12,Q9NQC1,26,E3 ubiquitin-protein ligase Jade-2 OS=Homo sapiens OX=9606 GN=JADE2 PE=1 SV=2,JADE2,87.4,985
JPH1,661,37,5,5,5,Q9HDC5,9,Junctophilin-1 OS=Homo sapiens OX=9606 GN=JPH1 PE=1 SV=2,JPH1,71.6,980
HADHB,474,58,10,10,10,P55084,24,"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",HADHB,51.3,976
RPN2,631,27,6,6,6,P04844,15,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3,RPN2,69.2,966
NCOA5,579,56,9,9,9,Q9HCD5,18,Nuclear receptor coactivator 5 OS=Homo sapiens OX=9606 GN=NCOA5 PE=1 SV=2,NCOA5,65.5,957
PRSS21,314,33,4,4,4,Q9Y6M0,18,Testisin OS=Homo sapiens OX=9606 GN=PRSS21 PE=1 SV=1,PRSS21,34.9,952
NDE1,335,23,3,3,3,Q9NXR1,12,Nuclear distribution protein nudE homolog 1 OS=Homo sapiens OX=9606 GN=NDE1 PE=1 SV=3,NDE1,37.7,950
HLA-C,366,34,4,4,3,P10321,16,"HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=3",HLA-C,40.6,947
MOGS,837,28,2,2,2,Q13724,4,Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5,MOGS,91.9,932
PHC3,983,58,7,7,6,Q8NDX5,10,Polyhomeotic-like protein 3 OS=Homo sapiens OX=9606 GN=PHC3 PE=1 SV=1,PHC3,106.1,927
KIDINS220,1771,37,4,4,4,Q9ULH0,2,Kinase D-interacting substrate of 220 kDa OS=Homo sapiens OX=9606 GN=KIDINS220 PE=1 SV=3,KIDINS220,196.4,921
RPF2,306,51,4,4,4,Q9H7B2,17,Ribosome production factor 2 homolog OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=2,RPF2,35.6,918
RBM19,960,40,8,8,8,Q9Y4C8,10,Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3,RBM19,107.3,905
FYTTD1,318,38,5,5,5,Q96QD9,18,UAP56-interacting factor OS=Homo sapiens OX=9606 GN=FYTTD1 PE=1 SV=3,FYTTD1,35.8,899
HMGB1,215,35,5,5,4,P09429,22,High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3,HMGB1,24.9,886
CCDC12,166,30,3,3,3,Q8WUD4,27,Coiled-coil domain-containing protein 12 OS=Homo sapiens OX=9606 GN=CCDC12 PE=1 SV=1,CCDC12,19.2,886
CDK12,1490,57,5,5,3,Q9NYV4,5,Cyclin-dependent kinase 12 OS=Homo sapiens OX=9606 GN=CDK12 PE=1 SV=2,CDK12,164.1,876
UTP23,249,31,3,3,3,Q9BRU9,12,rRNA-processing protein UTP23 homolog OS=Homo sapiens OX=9606 GN=UTP23 PE=1 SV=2,UTP23,28.4,868
CCDC82,544,55,7,7,7,Q8N4S0,20,Coiled-coil domain-containing protein 82 OS=Homo sapiens OX=9606 GN=CCDC82 PE=1 SV=2,CCDC82,64.0,866
CTNNBL1,563,43,4,4,4,Q8WYA6,6,Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,CTNNBL1,65.1,865
CLOCK,846,46,9,9,9,O15516,13,Circadian locomoter output cycles protein kaput OS=Homo sapiens OX=9606 GN=CLOCK PE=1 SV=1,CLOCK,95.2,857
TOMM22,142,17,2,2,2,Q9NS69,16,Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens OX=9606 GN=TOMM22 PE=1 SV=3,TOMM22,15.5,855
JRK,556,64,8,8,8,O75564,20,Jerky protein homolog OS=Homo sapiens OX=9606 GN=JRK PE=1 SV=3,JRK,61.8,850
SCAF1,1312,49,11,11,10,Q9H7N4,11,"Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3",SCAF1,139.2,849
ITGB1,798,38,2,2,2,P05556,3,Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2,ITGB1,88.4,846
RSL24D1,163,26,2,2,2,Q9UHA3,12,Probable ribosome biogenesis protein RLP24 OS=Homo sapiens OX=9606 GN=RSL24D1 PE=1 SV=1,RSL24D1,19.6,845
PRPF31,499,37,5,5,5,Q8WWY3,16,U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2,PRPF31,55.4,843
CLK1,484,19,4,4,4,P49759,11,Dual specificity protein kinase CLK1 OS=Homo sapiens OX=9606 GN=CLK1 PE=1 SV=2,CLK1,57.3,840
MRPS22,360,44,5,5,5,P82650,16,"28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1",MRPS22,41.3,831
CAAP1,361,45,4,4,4,Q9H8G2,14,Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens OX=9606 GN=CAAP1 PE=1 SV=2,CAAP1,38.3,830
THOC3,351,34,5,5,5,Q96J01,16,THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1,THOC3,38.7,824
LARP7,582,31,5,5,5,Q4G0J3,9,La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,LARP7,66.9,823
NUFIP2,695,22,5,5,5,Q7Z417,10,Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1,NUFIP2,76.1,815
TDP1,608,53,9,9,9,Q9NUW8,19,Tyrosyl-DNA phosphodiesterase 1 OS=Homo sapiens OX=9606 GN=TDP1 PE=1 SV=2,TDP1,68.4,814
FANCM,2048,41,9,9,9,Q8IYD8,6,Fanconi anemia group M protein OS=Homo sapiens OX=9606 GN=FANCM PE=1 SV=2,FANCM,232.0,812
NUP88,741,46,8,8,8,Q99567,16,Nuclear pore complex protein Nup88 OS=Homo sapiens OX=9606 GN=NUP88 PE=1 SV=2,NUP88,83.5,806
MDC1,2089,47,11,11,11,Q14676,9,Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3,MDC1,226.5,805
PITX1,314,25,4,4,4,P78337,18,Pituitary homeobox 1 OS=Homo sapiens OX=9606 GN=PITX1 PE=1 SV=2,PITX1,34.1,802
HOXA11,313,39,5,5,5,P31270,27,Homeobox protein Hox-A11 OS=Homo sapiens OX=9606 GN=HOXA11 PE=2 SV=2,HOXA11,34.5,789
FCF1,198,33,3,3,3,Q9Y324,17,rRNA-processing protein FCF1 homolog OS=Homo sapiens OX=9606 GN=FCF1 PE=1 SV=1,FCF1,23.4,789
SP4,784,33,6,6,6,Q02446,12,Transcription factor Sp4 OS=Homo sapiens OX=9606 GN=SP4 PE=1 SV=2,SP4,81.9,785
ZNF644,1327,35,7,7,7,Q9H582,9,Zinc finger protein 644 OS=Homo sapiens OX=9606 GN=ZNF644 PE=1 SV=2,ZNF644,149.5,784
PLPP2,288,27,3,3,3,O43688,11,Phospholipid phosphatase 2 OS=Homo sapiens OX=9606 GN=PLPP2 PE=1 SV=1,PLPP2,32.6,783
